Frame #	Time [s]	ACC ML [g]	ACC AP [g]	ACC SI [g]	GYR ML [deg/s]	GYR AP [deg/s]	GYR SI [deg/s]	Freezing event [flag]
1	0.0078125	-0.35854935247961	0.0136973904852003	1.08550043271672	-9.86370116773163	-17.5316897103065	-26.725703064974	0
2	0.015625	-0.222285356181089	-0.124954493980342	1.11185390244575	-12.5729764462074	-18.4837645190559	-46.2358657541465	0
3	0.0234375	-0.178215586464689	-0.201094019078462	1.06426490763178	-14.2499445813936	-17.911743403103	-54.2559452353447	0
4	0.03125	-0.145007439925959	-0.33598528940485	0.98072242656961	-13.2754550570645	-20.0808807770064	-62.4754478237411	0
5	0.0390625	-0.365291869003529	-0.288675176266539	0.924500475459017	-1.62082972710562	-30.3882102339381	-63.5804873552267	0
6	0.046875	-0.879997111677988	-0.136835924225825	1.00820640019494	-1.24168554025715	-40.0704258765456	-89.4589823676383	0
7	0.0546875	-0.819419041446699	-0.494310090860649	0.779466329284915	1.95160803104206	-42.5581281804764	-130.368210068778	0
8	0.0625	-1.03528489025407	0.101019376634888	0.946510407707026	13.7032928890757	-46.4842528780315	-163.978627748819	0
9	0.0703125	-0.515775969995515	0.356491552603388	1.23750279714863	0.705769660714335	-42.0959058412906	-209.768531788308	0
10	0.078125	-0.223657022770685	0.207713797504651	1.03163814702223	-9.47887626058083	-39.27324243802	-223.715280988475	0
11	0.0859375	0.812042277168073	0.267655994012834	0.69313351774438	-11.3904734675	-36.8341605153589	-180.585455973184	0
12	0.09375	1.44987867583545	0.081697745599503	0.460521528454896	-10.4994401847864	-33.4514916817799	-81.7489062825409	0
13	0.1015625	2.05330989677439	0.0755277224315645	0.328635226268416	-6.10188690755554	-27.1809946883834	-33.2497930960411	0
14	0.109375	1.96493529733945	-0.191438297276815	0.31599001575976	-0.202887523318455	-2.71104057307563	78.572298913439	0
15	0.1171875	0.881978000768079	-0.515794536353916	0.362439108943675	1.97078086378697	37.3050213853194	137.010248939208	0
16	0.125	-0.71053509306765	-0.709465677938445	0.547748109588283	12.0587350791623	41.0555305147001	172.289929099891	0
17	0.1328125	-2.25546766743751	-1.00182149078389	1.22273899489992	19.4707325295999	37.3439348204532	98.9770807432324	0
18	0.140625	-1.67857754133001	-1.01906950433744	1.74626807811853	19.5747594634868	36.9203164088401	-81.2771474958973	0
19	0.1484375	-0.0733567938851102	-0.373323276829907	2.02009709105446	10.0597962652116	39.5818531827161	-172.563942563476	0
20	0.15625	1.89096362606157	-0.0577436586637987	1.38572345398234	-17.2339346010332	55.502813654657	-200.873512789822	0
21	0.1640625	0.549324062015607	0.217020817102858	0.782230122666699	-4.94675211631144	50.4030569361416	-6.98654634828092	0
22	0.171875	-0.629883946010308	0.394942064348743	1.00862270397399	10.5706663783579	38.4712336446979	54.345615518143	0
23	0.1796875	-0.196702419893472	0.311571871844222	1.13115513238296	3.95063462397426	26.027873618993	-12.4054035819284	0
24	0.1875	0.573449280738427	0.117600794840673	0.996093496047891	-0.379871769000291	28.0869819546338	-38.4652467132608	0
25	0.1953125	0.722784491076748	-0.383720701703685	0.950864286544401	5.07773770432703	18.0927365040317	-17.8641574215758	0
26	0.203125	-0.138100034236239	-0.354574795711679	1.10701109043456	9.3623133160052	9.85156314403311	52.1120950479137	0
27	0.2109375	-0.405427032421247	-0.414003738859442	1.10600833849245	4.76998267632173	6.37488913713779	39.8211284767739	0
28	0.21875	-0.108370915027881	-0.495093946759909	1.04976626130608	-7.01585049444881	10.3592591153717	-29.2195355800134	0
29	0.2265625	0.431188164469656	-0.705901487261927	0.962019177948101	-12.4009863323667	6.30370496965004	-43.6732446234282	0
30	0.234375	0.62046045733789	-0.626130356214647	0.847761613194719	-13.0521109749309	2.50945534090131	-18.1939558439112	0
31	0.2421875	0.581048938601184	-0.392150565530886	0.761066208825324	-9.57583894483697	-20.6976982889872	16.4992662036855	0
