Frame #	Time [s]	ACC ML [g]	ACC AP [g]	ACC SI [g]	GYR ML [deg/s]	GYR AP [deg/s]	GYR SI [deg/s]	Freezing event [flag]
1	0.0078125	0.35082658443385	-0.281361455184195	1.20834900037681	20.9827305352502	-107.197765323737	-3.53858292275843	0
2	0.015625	0.424791918648443	-0.359631338913198	1.29696504216649	20.6927099928014	-117.964454685061	2.44250905169465	0
3	0.0234375	0.551662444939234	-0.359573567458058	1.43822648760481	20.1277588144778	-134.279303991994	30.8786720812585	0
4	0.03125	0.489425383311973	-0.353486509289149	1.58675016767274	23.3372411755979	-147.999132387922	74.7611775594595	0
5	0.0390625	0.325324044415699	-0.256222235463164	1.66414580304474	24.826124839509	-151.322854965833	101.777201312515	0
6	0.046875	-0.0358679748283689	0.177393141326199	1.5195380455699	18.9335790613257	-160.169238096796	138.789876944215	0
7	0.0546875	0.065501365943696	0.110817832400415	1.1174233172542	16.6424556122257	-161.560497769544	162.772434820337	0
8	0.0625	0.145431738510462	0.171286958504704	0.752973894569275	8.78108635660745	-149.71104354894	164.959990756862	0
9	0.0703125	0.334140696691031	0.17652331104457	0.461596840948894	5.71925819302073	-130.00296919286	204.296703412254	0
10	0.078125	1.14185423130587	0.136390239056629	0.125111153827792	-5.30658063937277	-93.520667655321	219.887009061512	0
11	0.0859375	0.71906251250671	-0.0378372479920453	0.138434497308691	-0.0511826681164655	-74.6249801166868	269.645082595557	0
12	0.09375	0.120587441708356	0.518371159051102	0.350402765173133	-15.1009130118262	-27.9211187552371	262.171261587347	0
13	0.1015625	0.0290517696145675	0.122258060534237	0.500207561763481	-35.569764822998	9.08668560701866	226.363962026794	0
14	0.109375	0.329824038162591	0.401032152729685	0.523744188427461	-53.1768979187221	35.6955071329166	192.516066091174	0
15	0.1171875	-0.0642511331515081	-0.322414742246774	0.600483854853124	-55.9093115558021	62.8265410167601	212.777599557709	0
16	0.125	0.203038445722266	-0.106817823024356	0.570341585672038	-67.4666357348279	80.7374732085599	188.698789380434	0
17	0.1328125	-0.356325955329541	-0.924439288954313	0.696253522068818	-54.8851558810249	88.5743109054395	218.503950031143	0
18	0.140625	-0.291289626566154	-0.783408049169684	0.595820753917025	-57.9120814929485	96.3950935563495	188.156225770024	0
19	0.1484375	-0.941806348518825	-2.35828004399409	0.494415145249394	-40.1127010250444	80.6632756870522	208.157609398603	0
20	0.15625	-3.95424898585611	-6.30092875863453	1.26900468439859	30.0561766776477	47.5857876813321	287.646782124491	0
21	0.1640625	-3.91137397510544	-0.202650969905681	1.45785461589603	-21.1525043321242	14.4116459425383	-100.322607725186	0
22	0.171875	1.59376724345653	-0.434331424236839	0.328508568786238	-90.1732787583812	-12.9925157852021	-347.837634774882	0
23	0.1796875	5.21404106094455	-2.15694428644888	0.169334917752758	-69.7275462989222	71.9438473654907	-243.289137106703	0
24	0.1875	-1.51243547887217	0.674040610374983	1.84635700035081	34.8537508584908	149.945904405973	131.541342866806	0
25	0.1953125	-3.64121023536293	0.124891487669533	1.67156080489987	19.4759302870189	118.184607647524	82.882933129814	0
