Frame #	Time [s]	ACC ML [g]	ACC AP [g]	ACC SI [g]	GYR ML [deg/s]	GYR AP [deg/s]	GYR SI [deg/s]	Freezing event [flag]
1	0.0078125	-0.25639754070982	-0.0614716478441159	1.28372036481478	6.00567878039698	8.15660710724916	16.4932958516729	1
2	0.015625	-0.0581542782736029	-0.152519119225232	1.05710941871852	-5.85162467707613	5.8362476215502	-12.9999334967229	1
3	0.0234375	0.136436434093632	-0.111266096056695	0.92567937770661	-0.783493647390937	7.67104219154804	-17.3005167493969	1
4	0.03125	0.0444486142839469	-0.0263386861291104	0.957944473661941	2.63167391060769	9.36346921638176	-12.5079945007938	1
5	0.0390625	-0.0397805539239461	0.0231022380424081	1.05293142248477	0.356441640585034	8.77668842800031	-22.7882842574846	1
6	0.046875	-0.0718588083273437	0.0444158293210708	1.09874444604526	0.269376245817529	6.39419204865588	-19.8241339575375	1
7	0.0546875	0.0356441817743641	0.0350339119235513	1.06813269030663	0.955368276087855	5.1277703217404	-19.3185274556241	1
8	0.0625	0.118023579195108	0.035959973861523	0.973068753638758	3.1354109460302	6.11358858438946	-9.17870587681439	1
9	0.0703125	0.116164426510306	0.00270911953754074	0.924835893602734	5.14206472001922	5.97248069010035	-0.0829488438380612	1
10	0.078125	0.0267841690009099	-0.014485260892755	0.955453311437434	6.99783173085283	5.65208851504366	6.48570220524608	1
11	0.0859375	0.00125017950881849	-0.0416786212761938	1.01495539496638	8.22608229202667	3.14091547019085	5.69031833529239	1
12	0.09375	0.0638952243383981	-0.0396986243436888	0.984998408766806	9.32696786122663	1.57952787052797	2.41266495292789	1
13	0.1015625	0.0400858674643232	-0.08188586190393	0.987515494361599	10.8969501428482	1.92083111560804	4.53059892748984	1
14	0.109375	-0.0641037469957108	-0.0709416618604616	1.01740933431782	12.5923522022931	3.11665155399807	7.18876629028583	1
15	0.1171875	-0.0625416480156913	-0.066546325297839	1.01100535716976	11.1018891554177	3.95598821159688	3.32661601427406	1
16	0.125	-0.0622038182959594	-0.0481017032143907	1.00769615623257	10.8273315206893	4.90439481383455	0.205015948062331	1
17	0.1328125	-0.0222868843466341	-0.0291287763956849	0.997664039361668	11.0241837506446	6.08993549228467	-2.73078762574853	1
18	0.140625	-0.0164610122692619	-0.0306331718459992	1.01099228633111	10.8043496490964	7.29502885116397	-4.17838847243838	1
