Frame #	Time [s]	ACC ML [g]	ACC AP [g]	ACC SI [g]	GYR ML [deg/s]	GYR AP [deg/s]	GYR SI [deg/s]	Freezing event [flag]
1	0.0078125	0.584715461044803	0.240520082848785	1.75966306744137	-7.04641238260892	-20.2095303348713	-24.3752764706234	0
2	0.015625	0.856331460431517	0.105693425782019	1.63140981177131	7.10848178933261	-19.2664408386149	-10.8078576352832	0
3	0.0234375	0.394523314420914	-0.225497968973102	1.44759325860217	30.8655213402026	1.35846228124842	32.2413442319289	0
4	0.03125	0.0193543256371052	-0.31908404358068	1.29352223753235	39.5015540355098	4.61270316283346	26.0002514526225	0
5	0.0390625	-0.414574722613737	-0.144929091133447	1.09441536798306	38.7675927295772	-10.0123994357889	26.432681103215	0
6	0.046875	-0.450762671699353	-0.0891878648134134	0.756272533666601	35.4863171547051	-15.916452832946	12.5891860356144	0
7	0.0546875	-0.327425501837968	-0.159253204757075	0.78082466267807	33.6422475254139	-14.0915591884987	-3.98643986931614	0
8	0.0625	-0.103788486035811	-0.284968781263626	0.924671615957494	36.8273726209695	-5.91844847736881	-25.0337551809435	0
9	0.0703125	-0.00801838926626192	-0.371330314116809	1.04535260846859	31.8630171130126	-1.43334439969175	-23.005616601546	0
10	0.078125	0.00705185528012532	-0.468593719240608	0.983966976055894	27.3178419666665	-3.05777273766964	-19.3286441235737	0
11	0.0859375	0.0689047540310057	-0.401407579072483	1.04024937036133	32.4245283029069	-4.77132008950058	-13.7059844867802	0
12	0.09375	0.0238195462972165	-0.298055785233184	1.13215169778512	33.6125883248139	-4.60761460066859	-6.27795584493296	0
13	0.1015625	-0.0168242962425467	-0.228113123473642	1.17406261684511	30.8322938844566	-4.88865051718837	-2.82066760665199	0
14	0.109375	-0.0517417670988416	-0.259453034161935	1.11074115749814	25.562018173994	-6.57454664734528	3.35892666761594	0
15	0.1171875	0.0232408371455458	-0.3645606779729	1.02823895953807	20.9873083765204	-8.90083008127613	4.44720848343248	0
16	0.125	0.023038262616394	-0.437008534319915	0.970603790517847	19.757179878179	-9.3787588636981	8.6972231465674	0
17	0.1328125	0.0167629064406519	-0.392795941550057	0.96911619095242	21.3524496718154	-11.095389026306	11.2712928561902	0
18	0.140625	-0.0692185746941499	-0.313189244888819	1.05616890239732	21.5700377707568	-11.5798550203113	13.200289452281	0
19	0.1484375	-0.0988203291178317	-0.230641140089334	1.09230131600698	20.7263029124442	-11.6515195738924	10.1339682655947	0
20	0.15625	-0.106552105667511	-0.250991366255437	1.11335509807776	15.7927257313772	-10.9646795191868	4.38172506758114	0
21	0.1640625	-0.0784892886045748	-0.297137295786206	1.07196525683053	13.5326673904097	-9.52244199406173	-1.7160723857624	0
22	0.171875	-0.0576287718498081	-0.314645142070761	1.0565734429498	13.0092780677642	-8.8952976184395	-0.702680035518273	0
23	0.1796875	-0.0520589513092402	-0.339421713070791	1.03495449402852	11.6856003193645	-8.95537302870498	-0.819860662070941	0
24	0.1875	-0.064210875353561	-0.354198858684356	1.0250136721652	10.4983719512422	-9.04754589897423	3.59803859938273	0
25	0.1953125	-0.0865255590416998	-0.301856740789717	1.03189994554954	10.2225538960597	-9.14903460066956	6.02709097089634	0
