Frame #	Time [s]	ACC ML [g]	ACC AP [g]	ACC SI [g]	GYR ML [deg/s]	GYR AP [deg/s]	GYR SI [deg/s]	Freezing event [flag]
1	0.0078125	-0.126617099682452	0.0396692429634972	1.17746133963453	-0.374744531657195	-6.25199839677895	18.7569752242675	0
2	0.015625	-0.0948252904635564	0.0178901532630397	1.15790911265626	-4.29780708507303	-4.00478163417043	9.20734024850191	0
3	0.0234375	-0.0488793669189307	-0.053243120073742	1.0904504595089	-3.58417858739422	0.608099352428136	5.17903872238639	1
4	0.03125	0.054979453259959	-0.0825070713756268	1.06246677871155	-3.66698611078027	5.37484450377297	1.0923709001756	1
5	0.0390625	0.0899732674142833	-0.127712154855681	1.0373649916516	-4.86496842860358	7.19443745166211	0.218137188960689	1
6	0.046875	0.121941386167649	-0.137202949159245	1.03877700815627	-4.54775509123464	10.1586449977835	0.162076726638772	1
7	0.0546875	0.145355132083309	-0.189888144293481	1.02751411883525	-6.85685606110809	11.6821175457403	0.548586708973269	1
8	0.0625	0.163360887529142	-0.208471538840876	1.0314931940321	-6.83353829115234	11.9242140231288	2.26837142329805	1
9	0.0703125	0.157700324835226	-0.1639797604241	1.05974185509881	-6.47375641363634	12.4957487890727	8.06110220391431	1
10	0.078125	0.100672907437836	-0.163326236197961	1.0632052271193	-8.64509558503732	13.9968731062841	10.1396286244793	1
11	0.0859375	0.102373820316359	-0.140423467022048	1.06931845175741	-8.13024869857305	14.1275350583244	9.66158013262558	1
12	0.09375	0.0609889109306176	-0.123208559799732	1.09538349303316	-9.55885625858396	16.6833066942522	9.04828782273986	1
13	0.1015625	0.0650243750343677	-0.0868070857450342	1.1069392711677	-10.7235630829036	18.0602886476427	5.51737752669575	1
14	0.109375	-0.0120759914275825	-0.0839979317438464	1.09902451223428	-12.7595008640937	20.6716152201922	3.65478137478644	1
15	0.1171875	0.0564802743458108	-0.0916710816305152	1.12048534331439	-14.6453696354466	22.1705615861697	-8.28812942005079	1
16	0.125	0.0273587791757571	-0.115358933493077	1.1418553959454	-17.6813249106463	27.3833222409329	-9.42677869856051	1
17	0.1328125	0.0485405553259754	-0.106378161252381	1.14961571238367	-18.4827483466732	28.1212449249616	-11.4051669174677	1
18	0.140625	-0.000444753902216287	-0.145009899802959	1.15915354549736	-22.5785273391983	32.4923490936179	-16.0302541479596	1
19	0.1484375	0.101014079476256	-0.0609421378893454	1.27218262880412	-23.529456411758	35.366097986935	-22.0867072416405	1
