Frame #	Time [s]	ACC ML [g]	ACC AP [g]	ACC SI [g]	GYR ML [deg/s]	GYR AP [deg/s]	GYR SI [deg/s]	Freezing event [flag]
1	0.0078125	-0.0447947098129132	-0.0903587531752417	1.01373464308464	-4.12506663293829	-0.172070500243418	-3.08268790178361	0
2	0.015625	-0.0257786248074002	-0.0710481702512282	1.05342027669009	-3.36119378252425	-0.490769249721526	-1.80660142357016	0
3	0.0234375	-0.0255109741075491	-0.065048040183934	1.06101860308212	-3.58728871046859	-1.10453269899091	-2.51142216656867	0
4	0.03125	-0.0360057575927009	-0.041888246340855	1.04903060454586	-3.61980476442201	-1.55462749919683	-1.24558298691672	0
5	0.0390625	-0.0382211409495362	-0.0395632656516407	1.04881326335079	-3.92015707559468	-2.73902030251748	-3.31770913474528	0
6	0.046875	-0.0380454073649529	-0.0310914113293649	1.03813527932817	-4.11894253843233	-2.79557604329411	-1.7161326018988	0
7	0.0546875	-0.0190131734213283	-0.0483969877609732	1.03165951576584	-4.28977276900037	-4.26331480712249	-3.11563429834001	0
8	0.0625	-0.0143291449858979	-0.0295683590658272	1.03925621207174	-4.09589617470861	-4.64065449452362	0.212947677667782	0
9	0.0703125	-0.00393458129465834	-0.0413752523721143	1.04681454994	-4.6948957759981	-5.88110801663892	-1.42267151031844	0
10	0.078125	0.0118304443407318	-0.0294340092417502	1.04752377169051	-4.66295736851784	-6.36030718855402	4.23662149177011	0
11	0.0859375	0.130310709317848	-0.000269282470655889	1.03826485604075	-4.75211175471564	-6.8855660812594	15.8506028117499	0
12	0.09375	0.212904193610968	-0.118808501188882	1.01251134248631	-5.23159692295374	-6.24245921922652	37.8757186960602	0
13	0.1015625	-0.0224868444281474	-0.0343609689924128	0.937831255220915	-1.89092490792286	-2.15595896823088	77.7713666078774	0
14	0.109375	-0.148875882954014	-0.0311595893411205	0.946374668235329	-0.0407546098475869	-7.58417136182109	55.8486077853932	0
15	0.1171875	-0.105700081625654	-0.0928429291649147	0.965958670209954	-1.38649478016484	-11.561760475937	40.9037816728529	0
16	0.125	-0.145356528005658	-0.079243124691557	0.909729337505334	-3.35944596546354	-13.0135540845817	47.6867196026465	0
17	0.1328125	-0.134341944187664	-0.123733675579457	0.898606851819986	-2.40447587600252	-14.74346507704	42.1535849274273	0
18	0.140625	-0.123479507377403	-0.125387052206583	0.910825332811325	-0.921059848446575	-14.2564622230594	42.4580695272739	0
19	0.1484375	-0.1384836360714	-0.147151977291265	0.921150646943265	-2.02786267476292	-13.8786636464578	37.1814685977839	0
20	0.15625	-0.134180083220732	-0.143908191927406	0.898003934016209	-2.68959133193011	-12.6036726853743	35.4225518869272	0
21	0.1640625	-0.159616685518648	-0.165314554790012	0.856301001866968	-3.0329527076383	-8.9741316362325	27.8347354327197	0
22	0.171875	-0.169535808684035	-0.155091447006436	0.850792551167014	-1.75767279495102	-5.38436891330293	23.7107798750321	0
23	0.1796875	-0.194475577183076	-0.165911791753967	0.852634580561557	-2.01693356648822	-3.92756948900302	20.1213421239734	0
24	0.1875	-0.214564803350352	-0.152386029684864	0.851025265631164	-1.2503184344775	-1.03684824366107	16.6870399825986	0
25	0.1953125	-0.241752889259324	-0.151618415136015	0.856319548027942	-0.680255908806792	1.74428188363492	11.1665352312599	0
26	0.203125	-0.215347457356235	-0.145457120147887	0.858527759871804	-0.404154031483629	2.58350412624804	7.73907330149107	0
27	0.2109375	-0.129169361640543	-0.110349923177859	0.900217494328504	2.57399204028655	3.68970206858611	5.64555271339726	0
28	0.21875	-0.124255390486764	-0.149288984581149	0.945903543265323	2.3433250275505	6.77851334722655	0.19329376342889	0
29	0.2265625	-0.101398957405755	-0.113241328536561	0.957752722590148	2.57253021526885	8.00253603738548	-0.329798710532217	0
30	0.234375	-0.0972096615602959	-0.109670451424803	0.976061619492942	4.04269084918519	10.0791635492045	-2.55806141119473	0
31	0.2421875	-0.0896235382081313	-0.08727903992246	1.00599836677038	5.28444740329898	10.6859170970548	-2.56863339237949	0
32	0.25	-0.075061859471221	-0.0468728409419783	1.02648532571229	5.73767329105926	10.4533135142433	-3.19178547410253	0
33	0.2578125	-0.0221480135216676	-0.010507329258201	1.06124192480472	4.90970501241049	10.6540628913571	-6.2904478587388	0
34	0.265625	0.0378593763848709	0.0120749302024935	1.09622781741321	3.64741471258578	9.72169134693598	-4.14164133665119	0
35	0.2734375	0.0432887725788834	0.0042862834458807	1.11347518603949	2.79892126995062	9.76688127262824	-2.14883425784703	0
36	0.28125	0.030277379437379	0.0287783567470135	1.11418668232929	2.42702030805268	8.86237134694809	2.0635197533554	0
37	0.2890625	-0.00360466500111572	0.0257364200028422	1.0949813122335	1.86478631311661	7.3622344503258	4.39614767115659	0
38	0.296875	-0.0108679319859798	0.0163549131844566	1.07646457374637	1.42010582936289	6.50449810142867	4.38105062841475	0
39	0.3046875	-0.040090223545258	-0.0250588986676891	1.03012562344801	1.27121568374244	5.582171679363	5.03007821801517	0
40	0.3125	-0.0584865709191506	-0.0471738719535408	1.01032072922677	1.84425187647321	4.53620794383434	3.01516761679498	0
41	0.3203125	-0.0643012871480317	-0.063700255760865	0.999065965359698	2.12696054433683	4.32577560850274	2.72222860092596	0
42	0.328125	-0.0658100339204335	-0.0931037350281114	0.98586362523744	2.45132076392862	3.75955148070445	1.23782889423561	1
43	0.3359375	-0.0753169248239381	-0.103002276905311	0.974565923623276	2.7299989431567	3.77193644317602	0.652792253276265	1
44	0.34375	-0.0797465494382662	-0.108389707632417	0.968949378978747	2.47799519647805	4.17128483897375	-0.25192906158659	1
45	0.3515625	-0.0789973825457125	-0.143180007079692	0.958621821265458	0.997658386033757	4.79954955785642	-1.20807794148316	1
46	0.359375	-0.0893419740235502	-0.147733393541765	0.933226662970562	0.882057909945322	5.73413259483892	-0.753492982393859	1
47	0.3671875	-0.0964997357628483	-0.155409473371381	0.926435187145944	1.37470950585276	6.07856380328451	-1.16416292967625	1
48	0.375	-0.121126322850521	-0.155540586828671	0.914702765724348	2.83422701642208	7.04516267653599	-1.96224121033778	1
49	0.3828125	-0.116364356162775	-0.1130431394793	0.930889603563415	3.23838846362915	8.1702651119755	-3.93821747041449	1
50	0.390625	-0.108974555245848	-0.115640026969331	0.933082305217249	2.18769869600721	9.01553410106554	-5.64252243289708	1
51	0.3984375	-0.108142082823296	-0.0774924465453183	0.942528905246153	2.56422769865617	10.6536263032281	-7.09662995610887	1
52	0.40625	-0.0765313631233698	-0.0503062022769589	0.968876207921639	2.37682476192192	10.7700522149336	-8.86781925878505	1
53	0.4140625	-0.0498860616856264	-0.0170584899213449	0.987896067572953	3.13835451885597	10.1629416916061	-9.12366623867803	1
54	0.421875	-0.00585546576620803	0.021107808918014	1.02818648758343	3.95505057604422	9.29647786454076	-8.2170350267238	1
55	0.4296875	0.0314641745526087	0.00898863617009208	1.06526567416513	4.337568534018	7.88784683816132	-6.70607548393602	1
56	0.4375	0.0343993100670716	-0.0264417600255868	1.06793041154376	4.45635159313188	7.33040979302476	-4.60552024176845	1
57	0.4453125	-0.0031672717696885	-0.0949171076363289	1.02798541256215	5.71148124315205	6.52474423696531	-0.268494730030945	1
58	0.453125	-0.0567653381122599	-0.13342762990976	0.995591725134251	7.3169494668195	5.53975354284638	4.57747860127409	1
59	0.4609375	-0.0856259388606495	-0.119804703197093	0.987566713948718	7.95455717571176	5.02037621583052	5.07497518729045	1
60	0.46875	-0.0823633274904527	-0.108734502601102	0.981454320563381	7.88521395483646	4.73221730893869	2.61986934869143	1
61	0.4765625	-0.0412361031508063	-0.109474214728659	0.990734459682359	7.52556059939945	4.38970201364222	0.508453582139531	1
62	0.484375	-0.0195478499732807	-0.117078002626611	0.99608431596541	7.34193958611592	4.48824968036682	0.382237496134454	1
63	0.4921875	-0.0181254161990728	-0.129724674253603	0.986551661287955	7.0969482802919	4.03636766696811	1.3347447877463	1
