Time,GeneralEvent,ClinicalEvent,L Foot Contact,R Foot Contact,L Foot Pressure,R Foot Pressure,Walkway_X,Walkway_Y,WalkwayPressureLevel,WalkwayFoot,LowerBack_Acc_X,LowerBack_Acc_Y,LowerBack_Acc_Z,LowerBack_FreeAcc_E,LowerBack_FreeAcc_N,LowerBack_FreeAcc_U,LowerBack_Gyr_X,LowerBack_Gyr_Y,LowerBack_Gyr_Z,LowerBack_Mag_X,LowerBack_Mag_Y,LowerBack_Mag_Z,LowerBack_VelInc_X,LowerBack_VelInc_Y,LowerBack_VelInc_Z,LowerBack_OriInc_q0,LowerBack_OriInc_q1,LowerBack_OriInc_q2,LowerBack_OriInc_q3,LowerBack_Roll,LowerBack_Pitch,LowerBack_Yaw,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,R_Wrist_FreeAcc_E,R_Wrist_FreeAcc_N,R_Wrist_FreeAcc_U,R_Wrist_Gyr_X,R_Wrist_Gyr_Y,R_Wrist_Gyr_Z,R_Wrist_Mag_X,R_Wrist_Mag_Y,R_Wrist_Mag_Z,R_Wrist_VelInc_X,R_Wrist_VelInc_Y,R_Wrist_VelInc_Z,R_Wrist_OriInc_q0,R_Wrist_OriInc_q1,R_Wrist_OriInc_q2,R_Wrist_OriInc_q3,R_Wrist_Roll,R_Wrist_Pitch,R_Wrist_Yaw,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,L_Wrist_FreeAcc_E,L_Wrist_FreeAcc_N,L_Wrist_FreeAcc_U,L_Wrist_Gyr_X,L_Wrist_Gyr_Y,L_Wrist_Gyr_Z,L_Wrist_Mag_X,L_Wrist_Mag_Y,L_Wrist_Mag_Z,L_Wrist_VelInc_X,L_Wrist_VelInc_Y,L_Wrist_VelInc_Z,L_Wrist_OriInc_q0,L_Wrist_OriInc_q1,L_Wrist_OriInc_q2,L_Wrist_OriInc_q3,L_Wrist_Roll,L_Wrist_Pitch,L_Wrist_Yaw,R_MidLatThigh_Acc_X,R_MidLatThigh_Acc_Y,R_MidLatThigh_Acc_Z,R_MidLatThigh_FreeAcc_E,R_MidLatThigh_FreeAcc_N,R_MidLatThigh_FreeAcc_U,R_MidLatThigh_Gyr_X,R_MidLatThigh_Gyr_Y,R_MidLatThigh_Gyr_Z,R_MidLatThigh_Mag_X,R_MidLatThigh_Mag_Y,R_MidLatThigh_Mag_Z,R_MidLatThigh_VelInc_X,R_MidLatThigh_VelInc_Y,R_MidLatThigh_VelInc_Z,R_MidLatThigh_OriInc_q0,R_MidLatThigh_OriInc_q1,R_MidLatThigh_OriInc_q2,R_MidLatThigh_OriInc_q3,R_MidLatThigh_Roll,R_MidLatThigh_Pitch,R_MidLatThigh_Yaw,L_MidLatThigh_Acc_X,L_MidLatThigh_Acc_Y,L_MidLatThigh_Acc_Z,L_MidLatThigh_FreeAcc_E,L_MidLatThigh_FreeAcc_N,L_MidLatThigh_FreeAcc_U,L_MidLatThigh_Gyr_X,L_MidLatThigh_Gyr_Y,L_MidLatThigh_Gyr_Z,L_MidLatThigh_Mag_X,L_MidLatThigh_Mag_Y,L_MidLatThigh_Mag_Z,L_MidLatThigh_VelInc_X,L_MidLatThigh_VelInc_Y,L_MidLatThigh_VelInc_Z,L_MidLatThigh_OriInc_q0,L_MidLatThigh_OriInc_q1,L_MidLatThigh_OriInc_q2,L_MidLatThigh_OriInc_q3,L_MidLatThigh_Roll,L_MidLatThigh_Pitch,L_MidLatThigh_Yaw,R_LatShank_Acc_X,R_LatShank_Acc_Y,R_LatShank_Acc_Z,R_LatShank_FreeAcc_E,R_LatShank_FreeAcc_N,R_LatShank_FreeAcc_U,R_LatShank_Gyr_X,R_LatShank_Gyr_Y,R_LatShank_Gyr_Z,R_LatShank_Mag_X,R_LatShank_Mag_Y,R_LatShank_Mag_Z,R_LatShank_VelInc_X,R_LatShank_VelInc_Y,R_LatShank_VelInc_Z,R_LatShank_OriInc_q0,R_LatShank_OriInc_q1,R_LatShank_OriInc_q2,R_LatShank_OriInc_q3,R_LatShank_Roll,R_LatShank_Pitch,R_LatShank_Yaw,L_LatShank_Acc_X,L_LatShank_Acc_Y,L_LatShank_Acc_Z,L_LatShank_FreeAcc_E,L_LatShank_FreeAcc_N,L_LatShank_FreeAcc_U,L_LatShank_Gyr_X,L_LatShank_Gyr_Y,L_LatShank_Gyr_Z,L_LatShank_Mag_X,L_LatShank_Mag_Y,L_LatShank_Mag_Z,L_LatShank_VelInc_X,L_LatShank_VelInc_Y,L_LatShank_VelInc_Z,L_LatShank_OriInc_q0,L_LatShank_OriInc_q1,L_LatShank_OriInc_q2,L_LatShank_OriInc_q3,L_LatShank_Roll,L_LatShank_Pitch,L_LatShank_Yaw,R_DorsalFoot_Acc_X,R_DorsalFoot_Acc_Y,R_DorsalFoot_Acc_Z,R_DorsalFoot_FreeAcc_E,R_DorsalFoot_FreeAcc_N,R_DorsalFoot_FreeAcc_U,R_DorsalFoot_Gyr_X,R_DorsalFoot_Gyr_Y,R_DorsalFoot_Gyr_Z,R_DorsalFoot_Mag_X,R_DorsalFoot_Mag_Y,R_DorsalFoot_Mag_Z,R_DorsalFoot_VelInc_X,R_DorsalFoot_VelInc_Y,R_DorsalFoot_VelInc_Z,R_DorsalFoot_OriInc_q0,R_DorsalFoot_OriInc_q1,R_DorsalFoot_OriInc_q2,R_DorsalFoot_OriInc_q3,R_DorsalFoot_Roll,R_DorsalFoot_Pitch,R_DorsalFoot_Yaw,L_DorsalFoot_Acc_X,L_DorsalFoot_Acc_Y,L_DorsalFoot_Acc_Z,L_DorsalFoot_FreeAcc_E,L_DorsalFoot_FreeAcc_N,L_DorsalFoot_FreeAcc_U,L_DorsalFoot_Gyr_X,L_DorsalFoot_Gyr_Y,L_DorsalFoot_Gyr_Z,L_DorsalFoot_Mag_X,L_DorsalFoot_Mag_Y,L_DorsalFoot_Mag_Z,L_DorsalFoot_VelInc_X,L_DorsalFoot_VelInc_Y,L_DorsalFoot_VelInc_Z,L_DorsalFoot_OriInc_q0,L_DorsalFoot_OriInc_q1,L_DorsalFoot_OriInc_q2,L_DorsalFoot_OriInc_q3,L_DorsalFoot_Roll,L_DorsalFoot_Pitch,L_DorsalFoot_Yaw,R_Ankle_Acc_X,R_Ankle_Acc_Y,R_Ankle_Acc_Z,R_Ankle_FreeAcc_E,R_Ankle_FreeAcc_N,R_Ankle_FreeAcc_U,R_Ankle_Gyr_X,R_Ankle_Gyr_Y,R_Ankle_Gyr_Z,R_Ankle_Mag_X,R_Ankle_Mag_Y,R_Ankle_Mag_Z,R_Ankle_VelInc_X,R_Ankle_VelInc_Y,R_Ankle_VelInc_Z,R_Ankle_OriInc_q0,R_Ankle_OriInc_q1,R_Ankle_OriInc_q2,R_Ankle_OriInc_q3,R_Ankle_Roll,R_Ankle_Pitch,R_Ankle_Yaw,L_Ankle_Acc_X,L_Ankle_Acc_Y,L_Ankle_Acc_Z,L_Ankle_FreeAcc_E,L_Ankle_FreeAcc_N,L_Ankle_FreeAcc_U,L_Ankle_Gyr_X,L_Ankle_Gyr_Y,L_Ankle_Gyr_Z,L_Ankle_Mag_X,L_Ankle_Mag_Y,L_Ankle_Mag_Z,L_Ankle_VelInc_X,L_Ankle_VelInc_Y,L_Ankle_VelInc_Z,L_Ankle_OriInc_q0,L_Ankle_OriInc_q1,L_Ankle_OriInc_q2,L_Ankle_OriInc_q3,L_Ankle_Roll,L_Ankle_Pitch,L_Ankle_Yaw,Xiphoid_Acc_X,Xiphoid_Acc_Y,Xiphoid_Acc_Z,Xiphoid_FreeAcc_E,Xiphoid_FreeAcc_N,Xiphoid_FreeAcc_U,Xiphoid_Gyr_X,Xiphoid_Gyr_Y,Xiphoid_Gyr_Z,Xiphoid_Mag_X,Xiphoid_Mag_Y,Xiphoid_Mag_Z,Xiphoid_VelInc_X,Xiphoid_VelInc_Y,Xiphoid_VelInc_Z,Xiphoid_OriInc_q0,Xiphoid_OriInc_q1,Xiphoid_OriInc_q2,Xiphoid_OriInc_q3,Xiphoid_Roll,Xiphoid_Pitch,Xiphoid_Yaw,Forehead_Acc_X,Forehead_Acc_Y,Forehead_Acc_Z,Forehead_FreeAcc_E,Forehead_FreeAcc_N,Forehead_FreeAcc_U,Forehead_Gyr_X,Forehead_Gyr_Y,Forehead_Gyr_Z,Forehead_Mag_X,Forehead_Mag_Y,Forehead_Mag_Z,Forehead_VelInc_X,Forehead_VelInc_Y,Forehead_VelInc_Z,Forehead_OriInc_q0,Forehead_OriInc_q1,Forehead_OriInc_q2,Forehead_OriInc_q3,Forehead_Roll,Forehead_Pitch,Forehead_Yaw
0 sec,Sitting,unlabeled,1,1,19,29,28|29|63|64|27|28|29|30|62|63|64|65|27|28|29|30|62|63|64|65|27|28|29|30|62|63|64|28|29|80|81|79|80|81|78|73|74|73|74|74|74|73|74|76|76|75|76|75|81|82|82|28|29|30|63|64|27|28|29|30|31|62|63|64|65|27|28|29|30|31|62|63|64|65|28|29|30|63|64,2|2|2|2|3|3|3|3|3|3|3|3|4|4|4|4|4|4|4|4|5|5|5|5|5|5|5|6|6|10|10|11|11|11|12|13|13|14|14|15|16|17|17|27|28|29|29|30|31|31|32|39|39|39|39|39|40|40|40|40|40|40|40|40|40|41|41|41|41|41|41|41|41|41|42|42|42|42|42,2|3|2|2|4|10|8|5|6|6|6|3|7|12|6|7|8|6|5|4|5|11|7|7|2|7|6|3|3|2|3|2|4|3|4|4|4|2|4|3|3|2|3|3|5|2|2|6|4|3|2|3|5|2|5|5|2|10|7|5|2|5|9|6|5|4|11|6|2|2|5|12|7|3|7|9|7|4|2,Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|R|R|R|R|R|R|R|R|R|R|R|R|R|R|L|L|L|L|L|L|L|L|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1,9.633244,0.091338,-1.761992,0.112842,0.247878,-0.024101,0.000878,-0.003641,0.003625,-0.321777,0.513184,-0.166016,96.690048,2.739611,-15.86749,0.99966,0.004394,-0.018222,0.018143,177.993365,-78.466808,113.891912,1.704566,-7.558065,-6.16232,0.151233,-0.155692,-0.036363,-0.033377,-0.006818,-0.003807,-0.640625,0.421387,0.081543,26.934882,-140.070632,-60.642685,0.963327,-0.261275,-0.053368,-0.029803,-144.244772,-10.672549,122.742063,2.646083,7.699505,5.515749,-0.039459,-0.747302,-0.027083,0.012222,-0.004239,0.006546,-0.116699,-0.69458,0.274902,32.383493,113.462207,98.785771,0.993547,0.095615,-0.033165,0.051208,55.955927,-22.229449,138.817433,2.530056,-9.334935,-1.57164,-0.197755,0.068529,-0.017471,-0.003327,-0.005625,0.00163,-0.533203,0.481934,-0.549805,26.626052,-93.933163,-13.49648,0.999426,-0.01673,-0.028287,0.008195,-99.746799,-14.22631,122.065534,1.515305,8.819407,4.012948,0.152076,-0.451396,-0.019539,0.000189,-0.002193,0.006886,-0.444092,-0.579346,0.130615,12.386702,96.780576,44.085832,0.999221,0.001029,-0.011971,0.037589,64.283587,-9.891639,133.046238,9.48291,-2.457905,0.528281,0.086579,0.02033,-0.002721,0.001011,0.000724,-0.000884,-0.367432,-0.259033,-0.662109,128.795868,-34.247518,6.316732,0.999946,0.006878,0.004922,-0.006011,-79.775175,-74.860536,108.79178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.163254,-1.936851,8.163068,-0.365118,-0.060307,0.028091,0.005197,-0.006742,0.011349,0.036377,-0.944824,-0.573242,98.272241,-36.982606,171.961944,0.989487,0.052981,-0.068729,0.115694,-9.755237,-33.623375,74.179236,5.089271,3.857062,7.498533,0.843553,0.242749,-0.020537,-0.00596,0.003333,0.007783,-0.560547,-1.124512,-0.372559,108.972926,104.227835,153.960052,0.993568,-0.065186,0.036453,0.085116,19.52337,-36.22433,-157.0983,9.523407,-0.67882,-2.285423,-0.380047,0.223945,-0.013635,-0.001007,-0.00857,0.000668,-0.800293,-0.194092,-0.879395,159.427369,-10.58332,-26.40981,0.997449,-0.008304,-0.070682,0.005506,-167.989882,-71.823606,170.570913,9.409966,1.232054,-2.409136,0.064972,-0.057424,-0.025011,0.000276,-0.003782,0.002605,-0.674805,-0.005615,1.053711,186.074556,29.126446,-40.42091,0.998975,0.002717,-0.037207,0.025626,161.768009,-70.218208,71.375013,9.748327,-0.035025,1.306921,0.296521,-0.237742,0.015436,-0.000554,0.000455,0.001011,-0.331299,-0.487793,0.045898,152.923066,0.750218,19.945621,0.999953,-0.004344,0.003568,0.007926,16.675135,-83.467789,83.723886,1.210848,-9.973467,-0.641877,-0.422516,0.280096,-0.025362,0.038962,-0.01871,-0.001837,-0.426025,0.389893,0.023193,37.118231,-190.612376,-95.474845,0.888101,0.413975,-0.198799,-0.019515,-68.503024,-8.787609,-162.481718
0.01 sec,Sitting,unlabeled,1,1,19,30,28|29|63|64|27|28|29|30|62|63|64|65|27|28|29|30|62|63|64|65|27|28|29|30|62|63|64|28|29|80|81|79|80|81|78|73|74|73|74|74|74|73|74|76|76|75|76|75|81|82|82|28|29|30|63|64|27|28|29|30|31|62|63|64|65|27|28|29|30|31|62|63|64|65|28|29|30|63|64,2|2|2|2|3|3|3|3|3|3|3|3|4|4|4|4|4|4|4|4|5|5|5|5|5|5|5|6|6|10|10|11|11|11|12|13|13|14|14|15|16|17|17|27|28|29|29|30|31|31|32|39|39|39|39|39|40|40|40|40|40|40|40|40|40|41|41|41|41|41|41|41|41|41|42|42|42|42|42,2|3|2|2|4|10|8|5|6|6|6|3|7|12|6|7|8|6|5|4|5|11|7|7|2|7|6|3|3|2|3|2|4|3|4|4|4|2|4|3|3|2|4|3|5|2|2|6|4|3|2|3|5|2|5|5|2|10|7|5|2|5|9|6|5|4|11|6|2|2|5|12|7|3|7|9|7|4|2,Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|R|R|R|R|R|R|R|R|R|R|R|R|R|R|L|L|L|L|L|L|L|L|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1,9.622518,0.099079,-1.834715,-0.159734,-0.506657,-0.030733,0.011932,-0.032032,0.006388,-0.318848,0.513428,-0.171387,0.096228,0.000995,-0.018332,1,6e-05,-0.00016,3.2e-05,163.41925,-81.311739,126.312761,1.608257,-5.545181,-7.901006,0.026014,0.508318,-0.040157,-0.008285,-0.002483,-0.007486,-0.636719,0.421631,0.074707,0.016081,-0.055456,-0.079008,1,-4.1e-05,-1.2e-05,-3.7e-05,-142.906378,-7.257837,129.348664,2.983122,8.268086,4.445224,-0.350418,0.6019,0.012545,0.001776,-0.000162,-0.00698,-0.113281,-0.689941,0.270264,0.029834,0.082679,0.044453,1,9e-06,-1e-06,-3.5e-05,61.969637,-13.575878,123.317688,2.548155,-9.308711,-1.647412,0.145783,-0.022876,-0.02303,-0.008097,-0.007904,0.000458,-0.532715,0.484131,-0.557373,0.025482,-0.093088,-0.016469,1,-4e-05,-4e-05,2e-06,-99.352322,-15.64345,121.128714,1.507902,8.844241,3.906926,-0.300571,0.919051,-0.074954,-0.009,-0.000168,0.007616,-0.440674,-0.575684,0.125,0.015076,0.088445,0.039065,1,-4.5e-05,-1e-06,3.8e-05,69.243971,-4.082442,140.571021,9.489493,-2.445084,0.485971,-0.229431,-0.013901,-0.003903,0.001843,0.000974,0.00036,-0.36084,-0.255371,-0.673584,0.094895,-0.024451,0.004859,1,9e-06,5e-06,2e-06,-83.754123,-74.889151,112.804263,9.303893,2.941995,1.092249,0.151096,-0.335413,-0.007951,-0.001147,-0.005921,-0.004193,-0.689453,0.04834,0.526367,189.895327,52.114597,33.025064,0.997208,-0.011664,-0.060193,-0.042624,81.74947,-72.202176,121.39728,5.30645,-1.822565,8.117338,1.375072,-0.603789,-0.059946,-0.002136,-0.004702,0.003034,0.044922,-0.941162,-0.582031,0.053063,-0.018224,0.081175,1,-1.1e-05,-2.4e-05,1.5e-05,-2.335597,-31.831783,58.971435,4.794929,3.640976,7.787583,-2.909463,-0.591057,-0.427583,-0.006057,0.001972,0.00869,-0.551025,-1.120117,-0.383545,0.047948,0.036414,0.077874,1,-3e-05,1e-05,4.3e-05,33.414868,-13.391488,-143.626179,9.428751,-0.493244,-2.621089,0.358804,-0.613076,-0.039759,0.013843,-0.008251,0.0044,-0.790771,-0.186768,-0.889648,0.094289,-0.004929,-0.026207,1,6.9e-05,-4.1e-05,2.2e-05,177.345307,-76.703499,-179.854652,9.425556,1.075764,-2.543844,0.221885,0.78723,-0.024911,-0.006046,0.003311,0.000815,-0.666992,-0.00293,1.041992,0.094255,0.010757,-0.02544,1,-3e-05,1.7e-05,4e-06,156.310757,-68.896375,71.685825,9.697031,-0.209737,1.588037,0.065963,0.113358,0.014879,0.00023,-0.003041,-0.016808,-0.327881,-0.482178,0.039307,0.09697,-0.002106,0.015882,1,1e-06,-1.5e-05,-8.4e-05,-4.024147,-80.122366,107.481012,1.187266,-9.211605,3.233021,0.615642,0.161916,0.001102,-0.054774,0.025804,-0.017768,-0.419922,0.394531,0.008057,0.011869,-0.092108,0.032354,1,-0.000274,0.000129,-8.9e-05,-70.875821,-10.642364,-162.182947
0.02 sec,Sitting,unlabeled,1,1,19,30,28|29|63|64|27|28|29|30|62|63|64|65|27|28|29|30|62|63|64|65|27|28|29|30|62|63|64|28|29|80|81|79|80|81|78|73|74|73|74|74|74|73|74|76|76|75|76|75|81|82|82|28|29|30|63|64|27|28|29|30|31|62|63|64|65|27|28|29|30|31|62|63|64|65|28|29|30|63|64,2|2|2|2|3|3|3|3|3|3|3|3|4|4|4|4|4|4|4|4|5|5|5|5|5|5|5|6|6|10|10|11|11|11|12|13|13|14|14|15|16|17|17|27|28|29|29|30|31|31|32|39|39|39|39|39|40|40|40|40|40|40|40|40|40|41|41|41|41|41|41|41|41|41|42|42|42|42|42,2|3|2|2|4|10|8|5|6|6|6|3|7|12|6|7|8|6|5|4|5|11|7|7|2|7|6|3|3|2|3|2|4|3|4|4|4|2|4|3|3|2|4|3|5|2|2|6|4|3|2|3|5|2|5|5|2|10|7|5|2|5|9|6|5|4|11|6|2|2|5|12|7|3|7|9|7|4|2,Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|R|R|R|R|R|R|R|R|R|R|R|R|R|R|L|L|L|L|L|L|L|L|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1,9.608001,0.101642,-1.818154,-0.162261,-0.489472,-0.047249,0.010279,-0.034766,0.005344,-0.333252,0.518555,-0.166504,0.096083,0.00102,-0.018165,1,5.1e-05,-0.000174,2.7e-05,163.454625,-81.295648,126.281596,1.627896,-5.525136,-7.922389,0.035774,0.540854,-0.032727,-0.007944,-0.003899,-0.004015,-0.652344,0.42627,0.083008,0.016279,-0.055255,-0.079221,1,-4e-05,-1.9e-05,-2e-05,-142.910347,-7.256279,129.349982,2.96411,8.323781,4.456962,-0.346758,0.567981,0.061165,-0.007565,-0.004317,-0.005155,-0.126709,-0.684326,0.274414,0.029642,0.083239,0.044567,1,-3.8e-05,-2.2e-05,-2.6e-05,61.968442,-13.571296,123.314339,2.51292,-9.329189,-1.659646,0.173598,-0.052908,-0.011156,-0.004787,-0.005591,-0.000281,-0.543457,0.489746,-0.546631,0.02513,-0.093292,-0.016594,1,-2.4e-05,-2.8e-05,-1e-06,-99.353996,-15.644777,121.128938,1.498801,8.874116,3.920923,-0.290714,0.913789,-0.042812,-0.007422,-0.001565,0.008129,-0.453857,-0.574463,0.132324,0.014984,0.088743,0.039206,1,-3.7e-05,-8e-06,4.1e-05,69.243059,-4.080242,140.575606,9.481515,-2.448118,0.508749,-0.247336,-0.029593,-0.010178,0.00024,-0.00245,-0.004855,-0.369629,-0.253418,-0.675781,0.094814,-0.024483,0.005089,1,1e-06,-1.2e-05,-2.4e-05,-83.763748,-74.891573,112.813333,9.088206,3.634957,0.789658,0.211375,0.570091,-0.01155,-0.005405,0.000885,0.003509,-0.700684,0.04834,0.528564,0.090881,0.036351,0.007895,1,-2.7e-05,4e-06,1.8e-05,85.026798,-65.659805,120.518112,5.354172,-1.818995,8.081657,1.404274,-0.551619,-0.065235,-0.007631,0.005879,0.005753,0.033691,-0.938721,-0.586182,0.053545,-0.018185,0.080816,1,-3.8e-05,2.9e-05,2.9e-05,-2.335872,-31.826896,58.972142,4.803072,3.663081,7.763052,-2.899293,-0.623671,-0.434107,-0.000354,-0.00031,0.010901,-0.564697,-1.118164,-0.384277,0.048029,0.036634,0.077631,1,-2e-06,-2e-06,5.5e-05,33.413362,-13.383923,-143.628769,9.48029,-0.49526,-2.639064,0.364112,-0.615821,0.014521,0.009352,-0.007034,0.001711,-0.803955,-0.187256,-0.891113,0.094804,-0.004951,-0.026388,1,4.7e-05,-3.5e-05,9e-06,177.342223,-76.702215,-179.848471,9.401958,1.073609,-2.586273,0.189797,0.751727,-0.033263,-0.004325,0.000391,-9.6e-05,-0.678467,-0.001465,1.04248,0.09402,0.010735,-0.025863,1,-2.2e-05,2e-06,-0,156.30624,-68.894642,71.687752,9.691267,-0.197259,1.62,0.062969,0.079182,0.014506,0.002982,-0.002697,-0.015418,-0.343018,-0.478271,0.04541,0.096912,-0.00198,0.016201,1,1.5e-05,-1.3e-05,-7.7e-05,-3.972272,-80.123167,107.4309,1.168697,-9.242499,3.205237,0.627844,0.199005,0.017338,-0.050948,0.027091,-0.022398,-0.430664,0.395996,0.009766,0.011681,-0.092418,0.032074,1,-0.000255,0.000135,-0.000112,-70.901468,-10.649407,-162.202142
0.03 sec,Sitting,unlabeled,1,1,19,30,28|29|63|64|27|28|29|30|62|63|64|65|27|28|29|30|62|63|64|65|27|28|29|30|62|63|64|28|29|80|81|79|80|81|78|73|74|73|74|74|74|73|74|76|76|75|76|75|81|82|82|28|29|30|63|64|27|28|29|30|31|62|63|64|65|27|28|29|30|31|62|63|64|65|28|29|30|63|64,2|2|2|2|3|3|3|3|3|3|3|3|4|4|4|4|4|4|4|4|5|5|5|5|5|5|5|6|6|10|10|11|11|11|12|13|13|14|14|15|16|17|17|27|28|29|29|30|31|31|32|39|39|39|39|39|40|40|40|40|40|40|40|40|40|41|41|41|41|41|41|41|41|41|42|42|42|42|42,2|3|2|2|4|10|8|5|6|6|6|3|7|12|6|7|8|6|5|4|5|11|7|7|2|7|6|3|3|2|3|2|4|3|4|4|4|2|4|3|3|2|4|3|5|2|2|6|4|3|2|3|5|2|5|5|2|10|7|5|2|5|9|6|5|4|11|6|2|2|5|12|8|3|7|9|7|4|2,Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|R|R|R|R|R|R|R|R|R|R|R|R|R|R|L|L|L|L|L|L|L|L|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1,9.611003,0.109256,-1.88044,-0.126937,-0.542406,-0.034699,0.011726,-0.031071,0.005059,-0.328125,0.517334,-0.170898,0.096113,0.001096,-0.018789,1,5.9e-05,-0.000155,2.5e-05,163.778937,-81.318852,125.833613,1.603786,-5.544138,-7.878058,-0.010182,0.514317,-0.060315,-0.01027,-0.0032,-0.000869,-0.648682,0.426025,0.080566,0.016039,-0.055445,-0.078777,1,-5.1e-05,-1.6e-05,-4e-06,-142.897187,-7.143562,131.184341,2.972543,8.248363,4.472641,-0.141062,0.329665,0.023341,-0.008876,-0.00272,-0.005475,-0.121582,-0.686035,0.27124,0.029727,0.082485,0.044723,1,-4.4e-05,-1.4e-05,-2.7e-05,61.862963,-15.511905,121.875222,2.514364,-9.305117,-1.655937,0.164848,-0.045849,-0.034135,-0.004304,-0.007817,-0.00064,-0.537109,0.48999,-0.553467,0.025144,-0.093052,-0.016556,1,-2.2e-05,-3.9e-05,-3e-06,-99.378999,-15.629514,121.139064,1.523094,8.893964,3.892865,-0.310827,0.905105,-0.032044,-0.006286,-0.000924,0.005548,-0.449951,-0.574707,0.12793,0.015228,0.088941,0.038926,1,-3.1e-05,-5e-06,2.8e-05,69.34543,-4.172142,140.819631,9.46889,-2.467604,0.501484,-0.179785,-0.043749,-0.016454,0.002402,0.001319,0.002946,-0.373291,-0.252686,-0.665771,0.094689,-0.024675,0.005014,1,1.2e-05,7e-06,1.5e-05,-82.685492,-74.988102,111.987287,9.075023,3.630126,0.809646,0.230267,0.578247,-0.024838,-0.005428,-0.004716,0.00203,-0.699951,0.048584,0.53418,0.09075,0.036302,0.008098,1,-2.7e-05,-2.4e-05,1e-05,85.031381,-65.659046,120.510753,5.325199,-1.836048,8.107927,2.174821,-1.525052,-0.304182,-0.00529,-0.003441,0.002613,0.030029,-0.9375,-0.573975,0.053251,-0.018358,0.081081,1,-2.6e-05,-1.7e-05,1.3e-05,2.631812,-42.453675,88.835207,4.771477,3.687161,7.775695,-1.961117,-0.05645,-0.170364,-0.002474,-0.000475,0.007826,-0.564941,-1.11792,-0.374756,0.047713,0.036874,0.077757,1,-1.2e-05,-2e-06,3.9e-05,31.872549,-19.142508,-148.569116,9.434537,-0.519224,-2.670621,0.344577,-0.600692,-0.018162,0.01052,-0.006771,0.006475,-0.803711,-0.185547,-0.883057,0.094346,-0.005188,-0.026703,1,5.3e-05,-3.4e-05,3.2e-05,178.270025,-76.316926,179.812241,9.406047,1.052062,-2.559611,-0.115259,1.339264,-0.100569,-0.001334,-0.003889,0.005164,-0.679199,0.001221,1.051025,0.094061,0.010523,-0.025594,1,-7e-06,-1.9e-05,2.6e-05,155.582505,-65.753391,90.642822,9.684362,-0.265293,1.642046,0.007844,0.041261,0.01339,0.001643,-0.000557,-0.013017,-0.337646,-0.477539,0.042725,0.096843,-0.002659,0.016421,1,8e-06,-3e-06,-6.5e-05,-8.420208,-80.04363,109.876686,1.165967,-9.242455,3.176944,0.258387,0.26044,0.023005,-0.047324,0.025327,-0.021654,-0.432373,0.39624,0.02124,0.011654,-0.092418,0.03179,1,-0.000237,0.000127,-0.000108,-69.885382,-8.608261,-167.316797
