Time,GeneralEvent,ClinicalEvent,L Foot Contact,R Foot Contact,L Foot Pressure,R Foot Pressure,Walkway_X,Walkway_Y,WalkwayPressureLevel,WalkwayFoot,LowerBack_Acc_X,LowerBack_Acc_Y,LowerBack_Acc_Z,LowerBack_FreeAcc_E,LowerBack_FreeAcc_N,LowerBack_FreeAcc_U,LowerBack_Gyr_X,LowerBack_Gyr_Y,LowerBack_Gyr_Z,LowerBack_Mag_X,LowerBack_Mag_Y,LowerBack_Mag_Z,LowerBack_VelInc_X,LowerBack_VelInc_Y,LowerBack_VelInc_Z,LowerBack_OriInc_q0,LowerBack_OriInc_q1,LowerBack_OriInc_q2,LowerBack_OriInc_q3,LowerBack_Roll,LowerBack_Pitch,LowerBack_Yaw,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,R_Wrist_FreeAcc_E,R_Wrist_FreeAcc_N,R_Wrist_FreeAcc_U,R_Wrist_Gyr_X,R_Wrist_Gyr_Y,R_Wrist_Gyr_Z,R_Wrist_Mag_X,R_Wrist_Mag_Y,R_Wrist_Mag_Z,R_Wrist_VelInc_X,R_Wrist_VelInc_Y,R_Wrist_VelInc_Z,R_Wrist_OriInc_q0,R_Wrist_OriInc_q1,R_Wrist_OriInc_q2,R_Wrist_OriInc_q3,R_Wrist_Roll,R_Wrist_Pitch,R_Wrist_Yaw,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,L_Wrist_FreeAcc_E,L_Wrist_FreeAcc_N,L_Wrist_FreeAcc_U,L_Wrist_Gyr_X,L_Wrist_Gyr_Y,L_Wrist_Gyr_Z,L_Wrist_Mag_X,L_Wrist_Mag_Y,L_Wrist_Mag_Z,L_Wrist_VelInc_X,L_Wrist_VelInc_Y,L_Wrist_VelInc_Z,L_Wrist_OriInc_q0,L_Wrist_OriInc_q1,L_Wrist_OriInc_q2,L_Wrist_OriInc_q3,L_Wrist_Roll,L_Wrist_Pitch,L_Wrist_Yaw,R_MidLatThigh_Acc_X,R_MidLatThigh_Acc_Y,R_MidLatThigh_Acc_Z,R_MidLatThigh_FreeAcc_E,R_MidLatThigh_FreeAcc_N,R_MidLatThigh_FreeAcc_U,R_MidLatThigh_Gyr_X,R_MidLatThigh_Gyr_Y,R_MidLatThigh_Gyr_Z,R_MidLatThigh_Mag_X,R_MidLatThigh_Mag_Y,R_MidLatThigh_Mag_Z,R_MidLatThigh_VelInc_X,R_MidLatThigh_VelInc_Y,R_MidLatThigh_VelInc_Z,R_MidLatThigh_OriInc_q0,R_MidLatThigh_OriInc_q1,R_MidLatThigh_OriInc_q2,R_MidLatThigh_OriInc_q3,R_MidLatThigh_Roll,R_MidLatThigh_Pitch,R_MidLatThigh_Yaw,L_MidLatThigh_Acc_X,L_MidLatThigh_Acc_Y,L_MidLatThigh_Acc_Z,L_MidLatThigh_FreeAcc_E,L_MidLatThigh_FreeAcc_N,L_MidLatThigh_FreeAcc_U,L_MidLatThigh_Gyr_X,L_MidLatThigh_Gyr_Y,L_MidLatThigh_Gyr_Z,L_MidLatThigh_Mag_X,L_MidLatThigh_Mag_Y,L_MidLatThigh_Mag_Z,L_MidLatThigh_VelInc_X,L_MidLatThigh_VelInc_Y,L_MidLatThigh_VelInc_Z,L_MidLatThigh_OriInc_q0,L_MidLatThigh_OriInc_q1,L_MidLatThigh_OriInc_q2,L_MidLatThigh_OriInc_q3,L_MidLatThigh_Roll,L_MidLatThigh_Pitch,L_MidLatThigh_Yaw,R_LatShank_Acc_X,R_LatShank_Acc_Y,R_LatShank_Acc_Z,R_LatShank_FreeAcc_E,R_LatShank_FreeAcc_N,R_LatShank_FreeAcc_U,R_LatShank_Gyr_X,R_LatShank_Gyr_Y,R_LatShank_Gyr_Z,R_LatShank_Mag_X,R_LatShank_Mag_Y,R_LatShank_Mag_Z,R_LatShank_VelInc_X,R_LatShank_VelInc_Y,R_LatShank_VelInc_Z,R_LatShank_OriInc_q0,R_LatShank_OriInc_q1,R_LatShank_OriInc_q2,R_LatShank_OriInc_q3,R_LatShank_Roll,R_LatShank_Pitch,R_LatShank_Yaw,L_LatShank_Acc_X,L_LatShank_Acc_Y,L_LatShank_Acc_Z,L_LatShank_FreeAcc_E,L_LatShank_FreeAcc_N,L_LatShank_FreeAcc_U,L_LatShank_Gyr_X,L_LatShank_Gyr_Y,L_LatShank_Gyr_Z,L_LatShank_Mag_X,L_LatShank_Mag_Y,L_LatShank_Mag_Z,L_LatShank_VelInc_X,L_LatShank_VelInc_Y,L_LatShank_VelInc_Z,L_LatShank_OriInc_q0,L_LatShank_OriInc_q1,L_LatShank_OriInc_q2,L_LatShank_OriInc_q3,L_LatShank_Roll,L_LatShank_Pitch,L_LatShank_Yaw,R_DorsalFoot_Acc_X,R_DorsalFoot_Acc_Y,R_DorsalFoot_Acc_Z,R_DorsalFoot_FreeAcc_E,R_DorsalFoot_FreeAcc_N,R_DorsalFoot_FreeAcc_U,R_DorsalFoot_Gyr_X,R_DorsalFoot_Gyr_Y,R_DorsalFoot_Gyr_Z,R_DorsalFoot_Mag_X,R_DorsalFoot_Mag_Y,R_DorsalFoot_Mag_Z,R_DorsalFoot_VelInc_X,R_DorsalFoot_VelInc_Y,R_DorsalFoot_VelInc_Z,R_DorsalFoot_OriInc_q0,R_DorsalFoot_OriInc_q1,R_DorsalFoot_OriInc_q2,R_DorsalFoot_OriInc_q3,R_DorsalFoot_Roll,R_DorsalFoot_Pitch,R_DorsalFoot_Yaw,L_DorsalFoot_Acc_X,L_DorsalFoot_Acc_Y,L_DorsalFoot_Acc_Z,L_DorsalFoot_FreeAcc_E,L_DorsalFoot_FreeAcc_N,L_DorsalFoot_FreeAcc_U,L_DorsalFoot_Gyr_X,L_DorsalFoot_Gyr_Y,L_DorsalFoot_Gyr_Z,L_DorsalFoot_Mag_X,L_DorsalFoot_Mag_Y,L_DorsalFoot_Mag_Z,L_DorsalFoot_VelInc_X,L_DorsalFoot_VelInc_Y,L_DorsalFoot_VelInc_Z,L_DorsalFoot_OriInc_q0,L_DorsalFoot_OriInc_q1,L_DorsalFoot_OriInc_q2,L_DorsalFoot_OriInc_q3,L_DorsalFoot_Roll,L_DorsalFoot_Pitch,L_DorsalFoot_Yaw,R_Ankle_Acc_X,R_Ankle_Acc_Y,R_Ankle_Acc_Z,R_Ankle_FreeAcc_E,R_Ankle_FreeAcc_N,R_Ankle_FreeAcc_U,R_Ankle_Gyr_X,R_Ankle_Gyr_Y,R_Ankle_Gyr_Z,R_Ankle_Mag_X,R_Ankle_Mag_Y,R_Ankle_Mag_Z,R_Ankle_VelInc_X,R_Ankle_VelInc_Y,R_Ankle_VelInc_Z,R_Ankle_OriInc_q0,R_Ankle_OriInc_q1,R_Ankle_OriInc_q2,R_Ankle_OriInc_q3,R_Ankle_Roll,R_Ankle_Pitch,R_Ankle_Yaw,L_Ankle_Acc_X,L_Ankle_Acc_Y,L_Ankle_Acc_Z,L_Ankle_FreeAcc_E,L_Ankle_FreeAcc_N,L_Ankle_FreeAcc_U,L_Ankle_Gyr_X,L_Ankle_Gyr_Y,L_Ankle_Gyr_Z,L_Ankle_Mag_X,L_Ankle_Mag_Y,L_Ankle_Mag_Z,L_Ankle_VelInc_X,L_Ankle_VelInc_Y,L_Ankle_VelInc_Z,L_Ankle_OriInc_q0,L_Ankle_OriInc_q1,L_Ankle_OriInc_q2,L_Ankle_OriInc_q3,L_Ankle_Roll,L_Ankle_Pitch,L_Ankle_Yaw,Xiphoid_Acc_X,Xiphoid_Acc_Y,Xiphoid_Acc_Z,Xiphoid_FreeAcc_E,Xiphoid_FreeAcc_N,Xiphoid_FreeAcc_U,Xiphoid_Gyr_X,Xiphoid_Gyr_Y,Xiphoid_Gyr_Z,Xiphoid_Mag_X,Xiphoid_Mag_Y,Xiphoid_Mag_Z,Xiphoid_VelInc_X,Xiphoid_VelInc_Y,Xiphoid_VelInc_Z,Xiphoid_OriInc_q0,Xiphoid_OriInc_q1,Xiphoid_OriInc_q2,Xiphoid_OriInc_q3,Xiphoid_Roll,Xiphoid_Pitch,Xiphoid_Yaw,Forehead_Acc_X,Forehead_Acc_Y,Forehead_Acc_Z,Forehead_FreeAcc_E,Forehead_FreeAcc_N,Forehead_FreeAcc_U,Forehead_Gyr_X,Forehead_Gyr_Y,Forehead_Gyr_Z,Forehead_Mag_X,Forehead_Mag_Y,Forehead_Mag_Z,Forehead_VelInc_X,Forehead_VelInc_Y,Forehead_VelInc_Z,Forehead_OriInc_q0,Forehead_OriInc_q1,Forehead_OriInc_q2,Forehead_OriInc_q3,Forehead_Roll,Forehead_Pitch,Forehead_Yaw,LPressure1,LPressure2,LPressure3,LPressure4,LPressure5,LPressure6,LPressure7,LPressure8,LPressure9,LPressure10,LPressure11,LPressure12,LPressure13,LPressure14,LPressure15,LPressure16,Linsole:Acc_X,Linsole:Acc_Y,Linsole:Acc_Z,Linsole:Gyr_X,Linsole:Gyr_Y,Linsole:Gyr_Z,LTotalForce,LCoP_X,LCoP_Y,RPressure1,RPressure2,RPressure3,RPressure4,RPressure5,RPressure6,RPressure7,RPressure8,RPressure9,RPressure10,RPressure11,RPressure12,RPressure13,RPressure14,RPressure15,RPressure16,Rinsole:Acc_X,Rinsole:Acc_Y,Rinsole:Acc_Z,Rinsole:Gyr_X,Rinsole:Gyr_Y,Rinsole:Gyr_Z,RTotalForce,RCoP_X,RCoP_Y
0 sec,Standing,unlabeled,0,0,0,0,,,,,9.492268,0.105343,2.42079,0.43116,0.218027,-0.027964,-0.001585,4.5e-05,-0.00029,-0.446045,0.289307,0.032715,402.220991,5.42574,101.990657,0.999418,-0.033557,0.000951,-0.006131,20.170019,-67.379706,-140.735851,8.571412,-5.352888,0.182278,-0.135683,-0.367142,-0.005817,-0.008427,-0.0121,-0.013117,-0.511719,-0.158691,-0.136963,262.323602,-294.464249,134.99584,0.913465,-0.173752,-0.249479,-0.270467,-149.707488,-63.565401,-159.22255,7.857376,6.330071,0.802103,-0.412229,0.091586,-0.014441,-0.006348,-0.016847,0.017263,-0.280273,-0.554688,-0.019043,184.854551,365.305364,73.8893,0.863295,-0.128441,-0.340891,0.34931,118.522458,-70.296145,-71.450794,9.778224,-0.36878,-0.617224,-0.253621,0.530678,-0.03325,0.00029,-0.003109,0.000743,-0.381104,0.263672,-0.29541,416.57093,-9.051527,1.215814,0.997672,0.006164,-0.066053,0.015793,-155.902148,-81.391752,108.527231,9.788039,0.570146,-0.584865,-0.508506,-0.539021,-0.029404,-0.001272,-0.001432,0.003661,-0.385742,-0.256836,0.47168,412.213861,55.829827,-13.475578,0.996164,-0.026935,-0.030323,0.077543,-73.666376,-76.86516,-150.822348,9.727785,-0.095299,1.192802,0,-0,51822.43446,0.005296,-0.000477,-0.00024,-0.368652,0.214844,-0.466553,513.579981,-17.601999,67.70493,0.990108,0.1396,-0.012582,-0.006335,-14.573199,-82.243379,-13.917405,9.758052,-0.189545,1.074545,-0.138175,-0.602373,-0.019084,0.001532,-0.002384,0.001214,-0.484863,-0.433105,0.264404,447.810913,1.503172,74.408872,0.997459,0.035417,-0.055085,0.028064,31.018549,-83.678671,76.902462,5.722049,1.449275,7.880555,0.235476,0.367317,0.020911,0.002794,4.2e-05,0.006706,-0.000488,-0.751709,-0.767334,233.121956,75.204326,338.518125,0.988136,0.059071,0.000893,0.141767,19.403734,-34.501086,-65.667796,5.621366,1.470134,7.94633,-0.716199,0.822804,-0.043185,0.000903,0.001029,0.007598,-0.166016,-0.628174,-1.135498,273.797261,118.291981,395.731047,0.981128,0.022623,0.025764,0.190294,18.931474,-36.19032,39.686786,9.818655,0.054764,-0.469963,0.361565,0.499646,-0.010904,0.008929,-0.002674,0.001166,-0.599365,0.217773,-0.628662,459.573471,15.416523,9.264413,0.975908,0.207399,-0.062098,0.027073,154.88023,-84.394443,122.80859,9.724796,0.927877,-0.656291,0.028322,-0.466408,-0.03702,0.001938,-0.001881,-0.000152,-0.873779,-0.490479,0.556396,478.105045,44.51443,-8.010554,0.997798,0.047522,-0.046112,-0.003724,143.572444,-81.305851,-30.631567,9.642282,0.446675,1.934576,-0.102123,-0.551387,0.001112,-0.007606,-0.004484,0.000189,-0.340332,-0.369629,-0.197021,399.944474,37.611921,115.781508,0.98242,-0.160785,-0.094784,0.003992,-3.508836,-82.415644,54.904796,0.066475,-9.624221,2.01066,0.501952,-0.536763,-0.037905,-0.003956,-0.007263,-0.002841,-0.320801,0.41333,-0.246826,-45.417939,-432.575184,128.217469,0.979614,-0.090873,-0.166849,-0.065262,-84.42538,4.731926,150.429339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.01 sec,Standing,unlabeled,0,0,0,0,,,,,9.356819,0.174677,2.86001,-2.315939,-0.923277,-0.349907,0.003792,-0.007025,-0.004024,-0.458984,0.289307,0.028076,0.093567,0.001744,0.028603,1,1.9e-05,-3.5e-05,-2e-05,16.705125,-59.132273,-143.050852,9.080161,-2.767809,-2.498042,-0.97435,0.78213,-0.076711,0.004526,0.002199,-0.001087,-0.525879,-0.161133,-0.139404,0.090801,-0.027678,-0.024982,1,2.3e-05,1.1e-05,-5e-06,-120.307801,-62.280632,178.679679,8.976381,3.432792,-1.744454,-2.812097,-1.371196,-0.559875,0.00222,0.004447,0.000569,-0.289551,-0.558594,-0.020996,0.089763,0.034328,-0.017446,1,1.1e-05,2.2e-05,3e-06,154.708329,-58.736478,-105.093116,9.795235,-0.537166,-0.640448,-0.886931,-1.561081,-0.147195,0.012108,-0.010923,0.005338,-0.391357,0.260742,-0.297363,0.097953,-0.005369,-0.006399,1,6.1e-05,-5.5e-05,2.7e-05,88.377858,-83.364883,-139.981118,9.773759,0.412663,-0.771136,-2.098593,1.362837,-0.324279,0.004059,0.001919,0.009742,-0.396484,-0.260254,0.469482,0.097737,0.004132,-0.007712,1,2e-05,1e-05,4.9e-05,10.816206,-79.54847,134.315236,9.748029,0.133924,1.030888,0,-0,-0.009385,0.00577,-0.005127,-0.003017,-0.364502,0.220947,-0.47583,0.09748,0.001337,0.010311,1,2.9e-05,-2.6e-05,-1.5e-05,7.39043,-83.911516,-37.440093,9.750697,-0.181585,0.986124,-1.212978,5.804544,-2.007724,-0.001099,-0.008077,0.005517,-0.47876,-0.425781,0.254395,0.097507,-0.001813,0.009865,1,-5e-06,-4e-05,2.8e-05,22.782738,-47.969059,107.120621,5.70988,1.46541,7.887969,-0.974349,-3.268571,-0.574869,-0.006601,-0.005548,0.00486,0.003174,-0.744141,-0.775879,0.057096,0.014658,0.078881,1,-3.3e-05,-2.8e-05,2.4e-05,25.39769,-19.963359,-69.461696,5.621645,1.350816,7.960737,-3.766439,-3.272751,-1.333067,0.00139,0.00499,0.009555,-0.163574,-0.618164,-1.143799,0.056218,0.01351,0.079606,1,7e-06,2.5e-05,4.8e-05,-26.924612,-31.975205,146.502653,9.823393,-0.106884,-0.628764,-4.348466,-1.252596,-1.070395,0.014676,-0.009195,-0.001616,-0.59668,0.224121,-0.637695,0.098234,-0.001069,-0.006283,1,7.3e-05,-4.6e-05,-8e-06,93.402559,-63.261888,-171.985372,9.717908,0.969271,-0.859909,-3.621173,5.64849,-2.664378,0.003351,0.000209,-0.000732,-0.868164,-0.481201,0.547119,0.097179,0.009693,-0.008599,1,1.7e-05,1e-06,-4e-06,-96.220293,-52.218068,130.875224,9.752526,0.015801,1.557822,-0.424075,1.440927,-0.051401,-0.004465,-0.013165,-0.009082,-0.350342,-0.372559,-0.197754,0.097524,0.000154,0.015585,1,-2.2e-05,-6.6e-05,-4.5e-05,-21.190169,-73.479814,83.772731,0.291271,-9.794351,1.082233,-3.58413,3.510989,-1.326679,0.017432,0.000153,-0.01272,-0.316406,0.417236,-0.255859,0.002906,-0.097945,0.010814,1,8.7e-05,1e-06,-6.4e-05,-58.313226,15.839979,-167.101236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.02 sec,Standing,unlabeled,0,0,0,0,,,,,9.395083,0.221144,2.860357,-2.295919,-0.962856,-0.310067,0.001541,-0.010622,-0.001178,-0.45166,0.286865,0.023682,0.093949,0.002211,0.028609,1,8e-06,-5.3e-05,-6e-06,16.711908,-59.133955,-143.057993,9.109845,-2.819397,-2.504301,-0.946616,0.761324,-0.028306,0.006988,-0.000869,-0.000893,-0.517822,-0.161865,-0.147461,0.091098,-0.028194,-0.025044,1,3.5e-05,-4e-06,-4e-06,-120.301656,-62.279236,178.67943,8.989607,3.441015,-1.775027,-2.801957,-1.353977,-0.532595,-0.001762,0.001643,-0.000933,-0.282959,-0.561035,-0.029297,0.089896,0.03441,-0.017751,1,-9e-06,8e-06,-5e-06,154.711523,-58.732811,-105.09542,9.780275,-0.5067,-0.63797,-0.863478,-1.538945,-0.158487,0.014946,-0.001882,0.003811,-0.385742,0.261475,-0.30542,0.097803,-0.005065,-0.006379,1,7.5e-05,-9e-06,1.9e-05,88.380943,-83.36476,-139.975539,9.7738,0.41196,-0.770995,-2.099003,1.363156,-0.324416,0.008848,0.0015,0.003623,-0.389893,-0.260498,0.464111,0.097738,0.004122,-0.007711,1,4.4e-05,8e-06,1.8e-05,10.811536,-79.54472,134.328413,9.766269,0.102391,1.077631,0.390289,0.284152,0.001522,-0.0005,-0.004256,-0.003773,-0.364502,0.220703,-0.47168,0.097662,0.001022,0.010778,1,-3e-06,-2.1e-05,-1.9e-05,-14.562522,-82.246318,-14.009176,9.757413,-0.16374,0.999783,-1.221087,5.791996,-1.98995,-0.004766,-0.011735,0.004994,-0.479248,-0.425537,0.25708,0.097574,-0.001635,0.010004,1,-2.4e-05,-5.9e-05,2.5e-05,22.78282,-47.967358,107.122605,5.733866,1.439434,7.885704,-0.985823,-3.301851,-0.579083,-0.007383,-0.005325,0.002687,0.002197,-0.744873,-0.773193,0.057336,0.014398,0.078858,1,-3.7e-05,-2.7e-05,1.3e-05,25.396711,-19.962135,-69.463397,5.595463,1.347867,7.983394,-3.743031,-3.299388,-1.329511,-0.005008,0.00019,0.009012,-0.159912,-0.619873,-1.139893,0.055954,0.013483,0.079834,1,-2.5e-05,1e-06,4.5e-05,-26.939613,-31.979395,146.51217,9.816831,-0.119779,-0.609672,-4.361474,-1.235731,-1.08304,0.007323,-0.003067,0.000347,-0.594238,0.226074,-0.634521,0.098168,-0.001197,-0.006095,1,3.7e-05,-1.5e-05,2e-06,93.412288,-63.25541,-171.984622,9.717923,0.96908,-0.859957,-3.62061,5.650174,-2.665423,0.003785,-0.000485,0.004037,-0.867188,-0.481445,0.550781,0.097179,0.009693,-0.008599,1,1.9e-05,-2e-06,2e-05,-96.205252,-52.207859,130.860399,9.727492,-0.010391,1.509713,-0.379447,1.462166,-0.085327,-1e-06,-0.008794,-0.007964,-0.343994,-0.375488,-0.206543,0.097274,-0.000108,0.015101,1,-0,-4.4e-05,-4e-05,-21.183656,-73.483613,83.766741,0.303013,-9.75768,1.065078,-3.583304,3.508545,-1.369431,0.016691,-0.002655,-0.016772,-0.315918,0.420898,-0.252686,0.003022,-0.097578,0.010643,1,8.3e-05,-1.3e-05,-8.4e-05,-58.299119,15.835296,-167.098599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.03 sec,Standing,unlabeled,0,0,0,0,,,,,9.436788,0.213066,2.855897,-2.379791,-0.931278,-0.287782,0.001868,-0.01358,0.00058,-0.445801,0.286621,0.023438,0.094366,0.002131,0.028565,1,9e-06,-6.8e-05,3e-06,17.940387,-59.064586,-143.27581,9.143138,-2.853695,-2.540224,-1.193374,1.162664,-0.044506,0.012464,-0.001746,-0.001122,-0.511719,-0.159668,-0.147705,0.091431,-0.028536,-0.025403,1,6.2e-05,-9e-06,-6e-06,-115.75888,-60.548229,174.68777,9.022022,3.404177,-1.751452,-2.788013,-1.019556,-0.472432,-0.00469,0.001641,-0.005013,-0.279785,-0.563232,-0.02832,0.090221,0.034039,-0.017516,1,-2.3e-05,8e-06,-2.5e-05,155.74504,-60.906127,-106.48708,9.768756,-0.470369,-0.677107,-1.096308,-2.058124,-0.290579,0.006828,-0.007609,0.002838,-0.378174,0.259277,-0.306152,0.097688,-0.004702,-0.006768,1,3.4e-05,-3.8e-05,1.4e-05,80.192945,-80.055657,-132.626893,9.753413,0.437916,-0.728001,-2.140794,1.220672,-0.337573,0.00495,-0.003185,0.007816,-0.382568,-0.260254,0.4646,0.097534,0.004383,-0.007278,1,2.5e-05,-1.6e-05,3.9e-05,1.073772,-79.875189,139.762067,9.752787,0.148477,1.088111,0.400862,0.329863,-0.012004,0.000978,-0.002353,-0.004878,-0.365967,0.220947,-0.468262,0.097528,0.001482,0.010882,1,5e-06,-1.2e-05,-2.4e-05,-14.544579,-82.248325,-14.026719,9.771889,-0.194149,0.988824,-1.703848,6.009809,-2.230842,-0.002671,-0.013185,0.005703,-0.484619,-0.428467,0.263184,0.097718,-0.001939,0.009895,1,-1.3e-05,-6.6e-05,2.9e-05,10.360562,-45.076536,109.215224,5.696578,1.453626,7.84908,-0.968013,-3.267659,-0.617175,-0.009831,-0.005897,0.003501,-0.000244,-0.746582,-0.77002,0.056963,0.014541,0.078492,1,-4.9e-05,-2.9e-05,1.8e-05,25.394316,-19.961543,-69.464821,5.59478,1.362368,7.931105,-3.173742,-8.496003,-6.097136,-0.005008,0.000189,0.009013,-0.166992,-0.619629,-1.13623,0.055947,0.013628,0.079311,1,-2.5e-05,1e-06,4.5e-05,136.555123,-70.934278,-65.225987,9.799528,-0.120669,-0.676901,-4.41487,-1.306266,-1.134779,0.004186,-0.004766,-0.00034,-0.598877,0.225342,-0.628906,0.097995,-0.001207,-0.006767,1,2.1e-05,-2.4e-05,-2e-06,96.815721,-62.541961,-172.089709,9.66853,1.001692,-0.817189,-4.663051,6.74887,-4.534395,-0.001161,0.000871,0.004608,-0.872559,-0.483154,0.557617,0.096685,0.010019,-0.008172,1,-6e-06,4e-06,2.3e-05,-26.635535,-39.755869,120.945276,9.746143,0.034336,1.498785,-0.664715,1.280436,-0.058023,-0.000489,-0.012969,-0.004953,-0.335693,-0.37207,-0.203369,0.09746,0.000341,0.014994,1,-2e-06,-6.5e-05,-2.5e-05,-26.087669,-74.823917,88.874433,0.258935,-9.757344,1.10533,-3.434337,3.345161,-1.238903,0.018212,0.008858,-0.017699,-0.319336,0.417236,-0.246338,0.002581,-0.097575,0.011044,1,9.1e-05,4.4e-05,-8.8e-05,-58.36318,13.696437,-163.676802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.04 sec,Standing,unlabeled,0,0,0,0,,,,,9.427672,0.247185,2.831708,-2.360566,-0.966132,-0.301905,-0.005816,-0.013342,0.000782,-0.451416,0.294678,0.036865,0.094275,0.002473,0.028323,1,-2.9e-05,-6.7e-05,4e-06,17.942316,-59.068005,-143.281985,9.084,-2.785434,-2.52755,-1.221514,1.183903,-0.129067,0.009363,-0.008557,0.001254,-0.514404,-0.15625,-0.134521,0.090841,-0.027853,-0.025273,1,4.7e-05,-4.3e-05,6e-06,-115.756745,-60.543307,174.693732,9.021966,3.404511,-1.751089,-2.788644,-1.020062,-0.472675,-0.008364,0.001467,0.000134,-0.282959,-0.556641,-0.016113,0.09022,0.034044,-0.017513,1,-4.2e-05,7e-06,1e-06,155.74626,-60.903294,-106.490454,9.802995,-0.473664,-0.675573,-1.10431,-2.062945,-0.257363,0.001665,-0.010542,0.003084,-0.385498,0.265625,-0.293945,0.09803,-0.004735,-0.006751,1,8e-06,-5.3e-05,1.5e-05,80.21757,-80.055077,-132.651,9.775144,0.420285,-0.748748,-2.148963,1.249565,-0.319993,0.006632,0.000653,0.000109,-0.388916,-0.255371,0.477783,0.097751,0.004203,-0.007488,1,3.3e-05,3e-06,1e-06,1.080426,-79.871708,139.762325,9.733204,0.077157,1.034539,0.410816,0.244129,-0.036025,3.5e-05,-0.001741,0.001337,-0.362061,0.223633,-0.470947,0.097332,0.000772,0.010346,1,0,-9e-06,7e-06,-14.640409,-82.25206,-13.964058,9.775749,-0.235805,0.997333,-1.66506,6.026318,-2.228057,-5e-05,-0.000587,0.00536,-0.482178,-0.427734,0.256104,0.097758,-0.002355,0.009974,1,-0,-3e-06,2.7e-05,10.362207,-45.067796,109.220322,5.738939,1.463572,7.908,-0.975983,-3.29248,-0.548727,-0.004115,-0.001368,0.003801,0.003174,-0.742432,-0.774658,0.057389,0.014638,0.07908,1,-2.1e-05,-7e-06,1.9e-05,25.394646,-19.958545,-69.464875,5.621946,1.348428,7.960929,-3.16842,-8.535929,-6.084423,-0.001409,-0.003724,0.01096,-0.161377,-0.618896,-1.140869,0.056217,0.013488,0.07961,1,-7e-06,-1.9e-05,5.5e-05,136.553692,-70.90716,-65.238699,9.831935,-0.106757,-0.596851,-4.437827,-1.227386,-1.104428,0.002146,-0.006368,0.005178,-0.59375,0.227051,-0.633301,0.09832,-0.001065,-0.005965,1,1.1e-05,-3.2e-05,2.6e-05,96.827811,-62.537762,-172.093124,9.723821,0.907194,-0.820012,-4.599153,6.808428,-4.470289,0.000886,-0.00202,0.003096,-0.866211,-0.481445,0.551025,0.097238,0.009073,-0.008199,1,4e-06,-1e-05,1.5e-05,-26.626305,-39.74319,120.946158,9.727818,-0.008958,1.50762,-0.630195,1.248013,-0.068522,-0.000248,-0.008289,-0.011795,-0.34082,-0.369141,-0.192383,0.097278,-9.5e-05,0.01508,1,-1e-06,-4.1e-05,-5.9e-05,-26.075054,-74.828854,88.86258,0.245927,-9.737602,1.105249,-3.415439,3.342318,-1.253094,0.018282,0.003746,-0.015853,-0.316895,0.422607,-0.25293,0.002452,-0.097377,0.011044,1,9.1e-05,1.9e-05,-7.9e-05,-58.348987,13.694241,-163.677869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
